BSSID,SSID,frequency,latitude,longitude,WEP,WPA Personal,WPA Enterprise,WPA2 Personal,WPA2 Enterprise,WPA3 Personal,WPA3 Enterprise,Open,Wi-Fi Protected Setup,Mobile Hotspot,Fast Transition,Access Point,Ad Hoc,Wi-Fi 6
"26:e8:29:65:cd:1b","GetAVirusHere","5220","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"b8:f8:53:88:2a:93","TableTV","5805","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"0a:8d:cb:6f:cf:76","ABM_Guest","5500","40.7092419","-74.0107596","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"b8:f8:53:88:2a:92","Modum Heist","2437","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"f0:81:75:fd:40:47","SpectrumSetup-40","5220","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"d8:38:fc:56:08:38","LinkNYC Free Wi-Fi","2412","40.7600849","-73.9649122","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"ec:8c:a2:56:85:48","LinkNYC Free Wi-Fi","2437","40.7456465","-73.9753128","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"fa:92:bf:5b:98:c1","Crave_Fishbar_Midtown_Toast","5805","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"84:1e:a3:bf:33:57","SpectrumSetup-50","5220","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"b2:84:c6:d7:3d:61","lot","5200","40.7296324","-73.9869729","false","true","false","true","false","false","false","false","false","false","false","true","false","false"
"94:a6:7e:58:68:5f","ZoharLaw 2.4","5765","40.7127802","-74.0160768","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"62:a2:22:de:95:e5","kube","5745","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"80:2a:a8:db:f6:1c","aetpos","5220","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"94:a6:7e:58:68:5e","ZoharLaw 2.4","5220","40.7127802","-74.0160768","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"d8:38:fc:16:0c:fc","Carrier WiFi","5660","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"d8:38:fc:16:0c:fd","Carrier WiFi4","5660","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"a4:97:33:90:ca:26","SpectrumSetup-27","5220","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"2c:ea:dc:d0:4b:18","SpectrumSetup-19","5220","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"68:d7:9a:72:0e:d7","Numero_28_East_Village_Secured","5240","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"f2:9e:38:80:9a:d1","HBC-Staff","5320","40.7600849","-73.9649122","false","false","false","true","false","true","false","false","false","false","false","true","false","false"
"e8:d2:ff:be:83:2f","WaigoBagel","5220","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"22:32:33:36:72:42","DIRECT-Nexar(5G)-4907d0","5220","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"9c:c8:fc:17:91:5a","ARRIS-23C9-5G","5240","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"40:70:09:e9:ae:b5","ratmino-5G","5785","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"ec:8c:a2:56:80:b8","LinkNYC Free Wi-Fi","2412","40.7456465","-73.9753128","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"30:87:d9:1e:a9:8d","Carrier WiFi4","5260","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"10:d7:b0:e4:0b:47","SpectrumSetup-40","5220","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"30:87:d9:1e:a9:8c","Carrier WiFi","5260","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"32:8d:cb:71:c5:26","","5500","40.7127802","-74.0160768","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"8c:09:f4:ca:92:a5","DVW3201BAC","5765","40.7406798","-73.9196323","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"72:d7:9a:d8:57:50","","5220","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"58:2f:f7:66:b9:97","SpectrumSetup-90","5785","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"38:d2:62:5b:3d:22","adhoc","5745","40.7092419","-74.0107596","false","false","false","false","false","false","false","true","false","false","false","false","true","false"
"92:2a:a8:09:72:46","SKARZYNSKI BLACK","2412","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ca:4e:fc:6a:ea:7b","SpectrumSetup-79","5785","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"1c:b9:c4:70:05:68","TWVHCorp","2437","40.7406798","-73.9196323","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"84:18:3a:45:ae:58","ABCBKGuest","2457","40.7406798","-73.9196323","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"1c:b9:c4:70:05:69","","2437","40.7247562","-73.9572912","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"f6:92:bf:6e:21:50","Marinara_Pizza_LES_Toast","5720","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"f8:5b:3b:b3:5d:71","SpectrumSetup-73","2412","40.7406798","-73.9196323","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ac:17:c8:c8:6f:ad","THAT Wifi","2462","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ea:e4:7f:7a:5e:e6","iPhone","2437","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"c4:41:1e:9c:3f:5c","Pooh Corner","5765","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ee:cb:bc:91:63:9c","sip","2412","40.7127802","-74.0160768","false","false","true","false","true","false","false","false","false","false","false","true","false","false"
"34:53:d2:4e:4c:f7","SpectrumSetup-F0","5785","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"80:78:71:b3:a4:2a","SpectrumSetup-2B","5220","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ec:8c:a2:d6:85:cc","Carrier WiFi2","5500","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"30:93:bc:ff:11:47","MySpectrumWiFi40-5G","5745","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"d8:38:fc:96:11:8c","LinkNYC Private","5320","40.7296324","-73.9869729","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"f8:5b:3b:69:6f:b4","SpectrumSetup-B5","5785","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"34:db:9c:75:45:4f","MySpectrumWiFi48-5G","5785","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"34:db:9c:75:45:4e","MySpectrumWiFi48-2G","2462","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"72:f8:53:3f:0d:2e","","5280","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"e4:5e:1b:ba:f1:41","HydroHomies","5180","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"d8:38:fc:16:13:2c","Carrier WiFi","5560","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"d8:38:fc:16:13:2d","Carrier WiFi4","5560","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"2a:3f:1b:e2:3a:4a","Vital Climbing Gym","5785","40.7225569","-73.9550405","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ec:08:6b:23:37:88","TP-LINK_3788_5G","5765","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"24:94:cb:aa:66:7e","ARRIS-02AD-5G","5240","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"2a:3f:1b:e2:3a:4d","Vital Climbing Gym","5765","40.7225569","-73.9550405","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"4c:19:5d:4a:3d:12","SpectrumSetup-0C","2462","40.7459372","-73.92002","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"2a:3f:1b:e2:3a:52","Vital Climbing Gym","5260","40.7225569","-73.9550405","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"4c:19:5d:4a:3d:13","SpectrumSetup-0C","5220","40.7459372","-73.92002","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"1c:3a:60:53:b5:8c","#Battery Park City Free WiFi","5200","40.7092419","-74.0107596","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"72:f8:53:7f:63:c8","","5805","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"04:a2:22:e3:51:d1","Fios-4Lr4Z","2437","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"cc:f4:11:06:50:b6","SHEBETTANETWERK","5745","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"20:9a:7d:e8:22:f7","SpectrumSetup-F0","5785","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"16:a9:49:b0:63:8b","iPhone de Juan C","5745","40.7160743","-73.9954326","false","false","false","true","false","true","false","false","false","false","false","true","false","false"
"30:23:03:37:8e:a7","boweryhacker.com","2447","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"88:de:7c:8d:4a:65","houz","2437","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"72:f8:53:d3:08:50","","5805","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"60:d2:48:f3:be:52","ARRIS-A981-5G","5745","40.7459372","-73.92002","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"88:de:7c:8d:4a:66","houz","5220","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ec:a9:40:ef:47:0f","MySpectrumWiFi0D-5G","5200","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"2a:3f:1b:e2:3a:40","Vital Climbing Gym","5500","40.7225569","-73.9550405","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"d8:a7:56:79:8e:7f","FAREWELL 1","5180","40.7247562","-73.9572912","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ec:8c:a2:d6:85:c8","Carrier WiFi2","2437","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"ec:8c:a2:d6:78:5c","Carrier WiFi2","5540","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"62:bd:c5:2f:91:ce","","5280","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"7c:db:98:49:3d:85","Negroni-2G","2437","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"6a:f8:53:46:c2:a2","","5260","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"80:78:71:c8:9b:61","Zuzie","2412","40.7459372","-73.92002","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"80:78:71:c8:9b:62","Zuzie","5785","40.7459372","-73.92002","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"f4:69:42:8b:e7:dc","Margaritaville","5220","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"34:db:9c:74:81:e6","Chrystie6-2G","2462","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"34:db:9c:74:81:e7","Chrystie6-5G","5785","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"d8:38:fc:16:13:5c","Carrier WiFi","5660","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"00:30:44:2e:12:91","","5805","40.7160743","-73.9954326","false","true","false","true","false","false","false","false","false","false","false","true","false","false"
"3c:bd:c5:35:46:9c","Fios-VDX8d","5320","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"3c:bd:c5:35:46:9b","Fios-VDX8d","5660","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"c8:b4:22:c7:b6:29","MySpectrumWiFi2B-2G","2462","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"3c:bd:c5:35:46:9a","Fios-VDX8d","2462","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"ea:07:b6:42:f2:e0","","5745","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"a4:97:33:ae:b8:1d","SpectrumSetup-1E","5220","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"72:bd:c5:87:53:fa","","5260","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"04:a2:22:c6:9c:64","Fios-rYK6x","5805","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"3c:bd:c5:70:2a:17","Verizon_V6DC4B","5805","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"70:2c:1f:82:80:ac","[range] Samsung","2412","40.7406798","-73.9196323","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"f8:5b:3b:69:3e:30","SpectrumSetup-31","5220","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"b8:50:01:ed:5b:c0","CONVENE","5745","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"b8:50:01:ed:5b:c2","CV-CORP","5745","40.7092419","-74.0107596","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"b6:15:54:a8:1e:d1","","5805","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"ac:3b:77:d8:a1:25","MySpectrumWiFi1e-5G","5785","40.7459372","-73.92002","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ac:3b:77:d8:a1:24","MySpectrumWiFi1e-2G","2437","40.7459372","-73.92002","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"22:c0:47:c2:cd:1b","","5180","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"72:f8:53:79:9b:5e","","5300","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"38:4c:90:7f:86:05","DG1670A02-5G","5240","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"b6:15:54:ac:26:00","","5805","40.7092419","-74.0107596","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"04:a2:22:bc:b0:d0","Zoomies","5320","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"1c:f2:9a:fe:69:d7","Island80","5745","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"6e:d7:9a:d2:a9:29","HONEST.NET WIFI","5200","40.7510079","-73.9404956","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"a6:18:98:c6:42:8e","","5805","40.7160743","-73.9954326","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"f8:5b:3b:69:3e:2f","SpectrumSetup-31","2412","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"72:f8:53:d1:0f:50","","5520","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"74:3e:2b:ee:58:9c","Carrier WiFi2","5300","40.7296324","-73.9869729","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"b8:f8:53:79:cd:ea","Fios-4sLBp","2462","40.7459372","-73.92002","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"2c:ea:dc:08:d2:01","Newmanal2L","2437","40.7406798","-73.9196323","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"48:dd:0c:0b:8b:84","","5805","40.7456465","-73.9753128","false","false","false","false","false","false","true","false","false","false","false","true","false","false"
"e4:5e:1b:a4:f9:7a","ZitSticka","2412","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"04:a2:22:bc:b0:cf","Zoomies","5805","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"cc:2d:21:57:a2:44","16HandlesAdmin","5200","40.7296324","-73.9869729","false","true","false","true","false","false","false","false","false","false","false","true","false","false"
"48:dd:0c:0b:8b:86","Gramerstuy","5805","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"cc:2d:21:57:a2:45","16Handles_FreeWifi","5200","40.7296324","-73.9869729","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"cc:2d:21:57:a2:42","16Handles_FreeWifi","2412","40.7296324","-73.9869729","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"48:dd:0c:0b:8b:88","","5805","40.7456465","-73.9753128","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"94:a6:7e:1f:88:3f","Thomson5656-2.4","2437","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"bc:82:5d:6c:d9:9e","WiFi Hotspot 1126","2437","40.7506474","-73.9399596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"30:87:d9:a0:f4:48","LinkNYC Private","2462","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"8a:15:54:a8:1e:d1","","5805","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"7c:db:98:e3:8b:e2","MT301","5785","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"98:da:c4:77:08:4a","PennPals_5G","5745","40.7456465","-73.9753128","false","true","false","true","false","false","false","false","true","false","false","true","false","false"
"a2:9f:10:67:63:76","DIRECT-Nexar(5G)-4a0c50","5220","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"3c:bd:c5:87:53:f7","Mothership","5805","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"3c:bd:c5:87:53:f8","Mothership","5260","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"b6:15:54:a8:2a:2a","","5520","40.7127802","-74.0160768","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"74:3e:2b:2e:58:9c","Carrier WiFi","5300","40.7296324","-73.9869729","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"74:3e:2b:2e:58:9d","Carrier WiFi4","5300","40.7296324","-73.9869729","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"c4:10:8a:a1:a3:2c","Spectrum Free Trial","5680","40.7296324","-73.9869729","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"80:78:71:ce:0b:d4","Teddy","5785","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"b8:50:01:ed:5b:c4","","5745","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"b8:50:01:ed:5b:c3","","5745","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"30:23:03:c4:42:ac","Hayashi0.0","5200","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"3c:37:86:82:3a:d9","NETGEAR30-5G","5765","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"c4:10:8a:a1:a3:28","Spectrum Free Trial","2432","40.7296324","-73.9869729","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"3c:bd:c5:b4:7c:cd","Verizon_PXKSJ4","5540","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"34:db:9c:69:f2:77","Chrystie9-5G","5180","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"72:cd:d6:f7:94:66","","2427","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"98:6b:3d:c1:b0:e5","DG1670AE2-5G","5200","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"c8:9e:43:83:6b:ac","NETGEAR09","2457","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"22:32:33:1c:3b:e4","DIRECT-Nexar(5G)-0a0d50","5220","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"e8:1d:a8:31:1a:5c","","5600","40.7092419","-74.0107596","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"d8:38:fc:96:1c:cc","LinkNYC Private","5660","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"8a:15:54:a8:2a:2a","PremiseHealth","5520","40.7127802","-74.0160768","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"c8:9e:43:83:6b:ae","NETGEAR09-5G","5765","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"4e:96:13:69:a7:6e","iPhone de Javier","5745","40.7092419","-74.0107596","false","false","false","true","false","true","false","false","false","false","false","true","false","false"
"34:db:9c:69:f2:76","Chrystie9","2412","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"0a:b4:b1:5a:2b:34","5J Guest","5745","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"f8:e7:1e:ab:c3:c8","LinkNYC Private","2437","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"5c:5b:35:8a:3d:23","SSR_Network_22Q3","5280","40.7406798","-73.9196323","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"24:79:2a:71:ba:5c","Spectrum","5540","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"38:94:ed:5a:93:58","tastychicken","5240","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"74:3e:2b:71:0b:4c","Spectrum","5680","40.7296324","-73.9869729","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"b8:f8:53:90:82:13","Fios-Wb5rH","5805","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"f0:72:ea:1d:bb:5a","Mandem Koenigsberger","2437","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"26:3f:1b:e2:3a:4d","vitalclimbingcrew","5765","40.7225569","-73.9550405","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"26:3f:1b:e2:3a:4a","vitalclimbingcrew","5785","40.7225569","-73.9550405","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"5c:5b:35:8a:3d:21","DATA_TRANSFER_NETWORK","5280","40.7406798","-73.9196323","false","false","false","true","false","false","false","false","false","false","true","true","false","false"
"3c:17:10:79:ce:4e","bittinho-2G","2412","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"5c:5b:35:8a:3d:22","SSR_Network_22Q2","5280","40.7406798","-73.9196323","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"58:ac:78:8e:d4:9e","Brookfield Place","5680","40.7127802","-74.0160768","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"00:23:54:f6:7d:1b","Applejam","2412","40.7418223","-73.9185727","false","true","false","false","false","false","false","false","false","false","false","true","false","false"
"14:7d:05:4b:03:b2","SpectrumSetup-B1","5785","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"b0:5c:da:ce:99:43","DIRECT-42-HP DeskJet Plus 4100","5785","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"26:3f:1b:e2:3a:52","vitalclimbingcrew","5260","40.7225569","-73.9550405","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"f0:af:85:bf:65:80","ARRIS-9751-5G","5745","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"92:17:c8:c8:0d:75","","2412","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"f2:9f:c2:38:79:9b","Shahid Studio","5240","40.7160743","-73.9954326","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"08:36:c9:e2:57:19","THE DEN 2","2447","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"ac:84:c6:d7:3d:61","环球电信免费5G","5200","40.7296324","-73.9869729","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"08:36:c9:e2:57:17","THE DEN","5765","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"ac:84:c6:d7:3d:60","环球电信免费2.4G","2462","40.7296324","-73.9869729","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"3c:84:6a:45:7d:52","WIFIFAD09A-5G_EXT","5765","40.7296324","-73.9869729","false","true","false","true","false","false","false","false","false","false","false","true","false","false"
"0a:30:44:62:a8:a8","Alarm","5745","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"26:3f:1b:e2:3a:40","vitalclimbingcrew","5500","40.7225569","-73.9550405","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"d4:05:98:f5:9f:45","TG1672G42-5G","5200","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"f6:27:2d:00:65:1b","DIRECT-wq-FireTV_1e64","5825","40.7600849","-73.9649122","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"20:f8:5e:f7:06:2b","Haiku_F7:06:2A","2422","40.7127802","-74.0160768","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"00:30:44:1d:c3:58","","5180","40.7456465","-73.9753128","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"20:9a:7d:e8:bb:5e","SpectrumSetup-58","2462","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"20:9a:7d:e8:bb:5f","SpectrumSetup-58","5785","40.7296324","-73.9869729","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"18:4b:0d:6c:0d:08","LH_Admin","2412","40.7160743","-73.9954326","false","false","false","true","false","true","false","false","false","false","false","true","false","false"
"30:87:d9:df:97:3c","Carrier WiFi2","5500","40.7600849","-73.9649122","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"30:87:d9:1f:8c:4d","Carrier WiFi4","5540","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"30:87:d9:1f:8c:4c","Carrier WiFi","5540","40.7456465","-73.9753128","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"62:f8:53:d0:08:00","","5805","40.7510079","-73.9404956","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
